manifest_id,cargo_id,declared_cargo_nature,manifest_error_flag,manifest_error_type,cargo_nature_missing_flag,manifest_observation
MAN00951,CGO00951,Pendente,Sim,Descrição incompleta,Não,Informação ausente ou divergente no manifesto
MAN00952,CGO00952,Geral,Não,,Não,
MAN00953,CGO00953,DGR,Não,,Não,
MAN00954,CGO00954,Avariada,Não,,Não,
MAN00955,CGO00955,Geral,Não,,Não,
MAN00956,CGO00956,Valiosa,Não,,Não,
MAN00957,CGO00957,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN00958,CGO00958,Perecível,Não,,Não,
MAN00959,CGO00959,Pendente,Não,,Não,
MAN00960,CGO00960,Pendente,Não,,Não,
MAN00961,CGO00961,Avariada,Não,,Não,
MAN00962,CGO00962,Perecível,Não,,Não,
MAN00963,CGO00963,Refrigerada,Não,,Não,
MAN00964,CGO00964,Geral,Não,,Não,
MAN00965,CGO00965,Refrigerada,Não,,Não,
MAN00966,CGO00966,Geral,Não,,Não,
MAN00967,CGO00967,Geral,Não,,Não,
MAN00968,CGO00968,Avariada,Não,,Não,
MAN00969,CGO00969,Geral,Não,,Não,
MAN00970,CGO00970,Avariada,Não,,Não,
MAN00971,CGO00971,DGR,Não,,Não,
MAN00972,CGO00972,,Sim,Divergência de volumes,Sim,Informação ausente ou divergente no manifesto
MAN00973,CGO00973,Refrigerada,Não,,Não,
MAN00974,CGO00974,,Sim,Descrição incompleta,Sim,Informação ausente ou divergente no manifesto
MAN00975,CGO00975,Geral,Não,,Não,
MAN00976,CGO00976,Geral,Não,,Não,
MAN00977,CGO00977,Geral,Não,,Não,
MAN00978,CGO00978,Refrigerada,Não,,Não,
MAN00979,CGO00979,Geral,Não,,Não,
MAN00980,CGO00980,Geral,Não,,Não,
MAN00981,CGO00981,Perecível,Não,,Não,
MAN00982,CGO00982,Geral,Não,,Não,
MAN00983,CGO00983,Avariada,Não,,Não,
MAN00984,CGO00984,Refrigerada,Não,,Não,
MAN00985,CGO00985,DGR,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN00986,CGO00986,Perecível,Não,,Não,
MAN00987,CGO00987,Refrigerada,Não,,Não,
MAN00988,CGO00988,Geral,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00989,CGO00989,Geral,Não,,Não,
MAN00990,CGO00990,Avariada,Não,,Não,
MAN00991,CGO00991,Geral,Não,,Não,
MAN00992,CGO00992,Pendente,Não,,Não,
MAN00993,CGO00993,,Sim,Erro de digitação,Sim,Informação ausente ou divergente no manifesto
MAN00994,CGO00994,DGR,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN00995,CGO00995,Geral,Não,,Não,
MAN00996,CGO00996,Refrigerada,Não,,Não,
MAN00997,CGO00997,Geral,Não,,Não,
MAN00998,CGO00998,Geral,Não,,Não,
MAN00999,CGO00999,Refrigerada,Não,,Não,
MAN01000,CGO01000,Refrigerada,Não,,Não,
MAN01001,CGO01001,Perecível,Não,,Não,
MAN01002,CGO01002,Pendente,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN01003,CGO01003,Valiosa,Não,,Não,
MAN01004,CGO01004,DGR,Não,,Não,
MAN01005,CGO01005,DGR,Não,,Não,
MAN01006,CGO01006,Perecível,Não,,Não,
MAN01007,CGO01007,Pendente,Não,,Não,
MAN01008,CGO01008,Geral,Não,,Não,
MAN01009,CGO01009,Avariada,Não,,Não,
MAN01010,CGO01010,Pendente,Não,,Não,
MAN01011,CGO01011,Valiosa,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN01012,CGO01012,Pendente,Não,,Não,
MAN01013,CGO01013,Geral,Não,,Não,
MAN01014,CGO01014,Geral,Não,,Não,
MAN01015,CGO01015,Geral,Não,,Não,
MAN01016,CGO01016,Refrigerada,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN01017,CGO01017,Pendente,Não,,Não,
MAN01018,CGO01018,Pendente,Sim,Descrição incompleta,Não,Informação ausente ou divergente no manifesto
MAN01019,CGO01019,Geral,Não,,Não,
MAN01020,CGO01020,Perecível,Não,,Não,
MAN01021,CGO01021,Geral,Não,,Não,
MAN01022,CGO01022,Geral,Não,,Não,
MAN01023,CGO01023,Pendente,Não,,Não,
MAN01024,CGO01024,Geral,Não,,Não,
MAN01025,CGO01025,Perecível,Não,,Não,
MAN01026,CGO01026,Valiosa,Não,,Não,
MAN01027,CGO01027,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN01028,CGO01028,Geral,Não,,Não,
MAN01029,CGO01029,Geral,Não,,Não,
MAN01030,CGO01030,DGR,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN01031,CGO01031,Perecível,Não,,Não,
MAN01032,CGO01032,Pendente,Não,,Não,
MAN01033,CGO01033,Valiosa,Não,,Não,
MAN01034,CGO01034,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN01035,CGO01035,DGR,Sim,Divergência de volumes,Não,Informação ausente ou divergente no manifesto
MAN01036,CGO01036,Geral,Não,,Não,
MAN01037,CGO01037,Geral,Não,,Não,
MAN01038,CGO01038,Geral,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN01039,CGO01039,Geral,Não,,Não,
MAN01040,CGO01040,Geral,Não,,Não,
MAN01041,CGO01041,Pendente,Não,,Não,
MAN01042,CGO01042,Geral,Não,,Não,
MAN01043,CGO01043,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN01044,CGO01044,Geral,Não,,Não,
MAN01045,CGO01045,Geral,Não,,Não,
MAN01046,CGO01046,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN01047,CGO01047,Geral,Não,,Não,
MAN01048,CGO01048,Refrigerada,Não,,Não,
MAN01049,CGO01049,Geral,Não,,Não,
MAN01050,CGO01050,Pendente,Não,,Não,
MAN01051,CGO01051,Geral,Não,,Não,
MAN01052,CGO01052,Geral,Não,,Não,
MAN01053,CGO01053,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN01054,CGO01054,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN01055,CGO01055,Perecível,Não,,Não,
MAN01056,CGO01056,Geral,Não,,Não,
MAN01057,CGO01057,Geral,Não,,Não,
MAN01058,CGO01058,Pendente,Sim,Divergência de peso,Não,Informação ausente ou divergente no manifesto
MAN01059,CGO01059,Geral,Não,,Não,
MAN01060,CGO01060,DGR,Não,,Não,
MAN01061,CGO01061,Geral,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN01062,CGO01062,DGR,Não,,Não,
MAN01063,CGO01063,Geral,Não,,Não,
MAN01064,CGO01064,Geral,Não,,Não,
MAN01065,CGO01065,DGR,Não,,Não,
MAN01066,CGO01066,Avariada,Não,,Não,
MAN01067,CGO01067,Geral,Não,,Não,
MAN01068,CGO01068,DGR,Não,,Não,
MAN01069,CGO01069,Geral,Não,,Não,
MAN01070,CGO01070,Avariada,Não,,Não,
MAN01071,CGO01071,Refrigerada,Não,,Não,
MAN01072,CGO01072,Geral,Não,,Não,
MAN01073,CGO01073,Perecível,Não,,Não,
MAN01074,CGO01074,Geral,Não,,Não,
MAN01075,CGO01075,Geral,Não,,Não,
MAN01076,CGO01076,Refrigerada,Não,,Não,
MAN01077,CGO01077,Refrigerada,Não,,Não,
MAN01078,CGO01078,Avariada,Sim,Erro de digitação,Não,Informação ausente ou divergente no manifesto
MAN01079,CGO01079,Pendente,Não,,Não,
MAN01080,CGO01080,DGR,Não,,Não,
MAN01081,CGO01081,Geral,Não,,Não,
MAN01082,CGO01082,Valiosa,Não,,Não,
MAN01083,CGO01083,Valiosa,Não,,Não,
MAN01084,CGO01084,Geral,Não,,Não,
MAN01085,CGO01085,Perecível,Não,,Não,
MAN01086,CGO01086,,Sim,Natureza da carga não informada,Sim,Informação ausente ou divergente no manifesto
MAN01087,CGO01087,Perecível,Não,,Não,
MAN01088,CGO01088,Pendente,Não,,Não,
MAN01089,CGO01089,Avariada,Não,,Não,
MAN01090,CGO01090,Geral,Não,,Não,
MAN01091,CGO01091,Geral,Sim,Divergência de volumes,Não,Informação ausente ou divergente no manifesto
MAN01092,CGO01092,Refrigerada,Não,,Não,
MAN01093,CGO01093,Refrigerada,Não,,Não,
MAN01094,CGO01094,Geral,Não,,Não,
MAN01095,CGO01095,Geral,Não,,Não,
MAN01096,CGO01096,Refrigerada,Não,,Não,
MAN01097,CGO01097,Geral,Não,,Não,
MAN01098,CGO01098,Perecível,Sim,AWB divergente,Não,Informação ausente ou divergente no manifesto
MAN01099,CGO01099,Refrigerada,Sim,Descrição incompleta,Não,Informação ausente ou divergente no manifesto
MAN01100,CGO01100,Geral,Não,,Não,
MAN01101,CGO01101,Refrigerada,Não,,Não,
MAN01102,CGO01102,Pendente,Não,,Não,
MAN01103,CGO01103,Valiosa,Não,,Não,
MAN01104,CGO01104,Valiosa,Não,,Não,
MAN01105,CGO01105,Geral,Não,,Não,
MAN01106,CGO01106,Geral,Não,,Não,
MAN01107,CGO01107,Pendente,Não,,Não,
MAN01108,CGO01108,Geral,Não,,Não,
MAN01109,CGO01109,Geral,Não,,Não,
MAN01110,CGO01110,DGR,Não,,Não,
MAN01111,CGO01111,Geral,Não,,Não,
