release_id,cargo_id,customs_release_required,customs_release_datetime,anuence_required,anuence_agency,anuence_release_datetime,release_status,release_delay_reason,release_responsibility_group
REL00499,CGO00499,Sim,2026-01-13 00:47,Sim,Ministério da Agricultura,2026-01-14 11:30,Liberada,Aguardando anuência,Órgão anuente
REL00500,CGO00500,Sim,2026-01-13 16:58,Não,Não aplicável,,Liberada,,Sem atraso
REL00501,CGO00501,Não,2026-01-12 09:10,Sim,Ministério da Agricultura,2026-01-13 12:28,Liberada,Aguardando anuência,Órgão anuente
REL00502,CGO00502,Sim,2026-01-12 12:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00503,CGO00503,Sim,2026-01-14 10:18,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00504,CGO00504,Sim,2026-01-13 01:16,Não,Não aplicável,,Liberada,,Sem atraso
REL00505,CGO00505,Não,2026-01-12 08:38,Não,Não aplicável,,Liberada,,Sem atraso
REL00506,CGO00506,Sim,2026-01-13 01:20,Não,Não aplicável,,Liberada,,Sem atraso
REL00507,CGO00507,Não,2026-01-12 08:33,Não,Não aplicável,,Liberada,,Sem atraso
REL00508,CGO00508,Sim,2026-01-16 02:50,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00509,CGO00509,Sim,2026-01-13 02:30,Não,Não aplicável,,Liberada,,Sem atraso
REL00510,CGO00510,Sim,2026-02-18 07:20,Não,Não aplicável,,Liberada,,Sem atraso
REL00511,CGO00511,Sim,2026-02-18 13:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00512,CGO00512,Sim,2026-02-20 22:22,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00513,CGO00513,Sim,2026-02-18 12:53,Sim,Exército,2026-02-21 08:18,Liberada,Aguardando anuência,Órgão anuente
REL00514,CGO00514,Sim,2026-02-19 01:01,Não,Não aplicável,,Liberada,,Sem atraso
REL00515,CGO00515,Sim,2026-03-11 19:30,Sim,Ministério da Agricultura,2026-03-12 11:01,Liberada,Aguardando anuência,Órgão anuente
REL00516,CGO00516,Não,2026-03-11 15:24,Sim,Ministério da Agricultura,2026-03-12 21:14,Liberada,Aguardando anuência,Órgão anuente
REL00517,CGO00517,Sim,2026-03-12 09:07,Não,Não aplicável,,Liberada,,Sem atraso
REL00518,CGO00518,Sim,2026-03-13 00:44,Sim,Exército,2026-03-13 23:02,Liberada,Aguardando anuência,Órgão anuente
REL00519,CGO00519,Não,2026-03-11 15:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00520,CGO00520,Sim,2026-03-08 14:49,Não,Não aplicável,,Liberada,,Sem atraso
REL00521,CGO00521,Sim,2026-03-08 20:05,Não,Não aplicável,,Liberada,,Sem atraso
REL00522,CGO00522,Sim,2026-03-10 19:25,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00523,CGO00523,Sim,2026-03-07 22:07,Sim,Exército,2026-03-10 13:43,Liberada,Aguardando anuência,Órgão anuente
REL00524,CGO00524,Sim,2026-03-08 21:41,Sim,Ibama,2026-03-10 23:35,Liberada,Aguardando anuência,Órgão anuente
REL00525,CGO00525,Não,2026-03-07 20:40,Não,Não aplicável,,Liberada,,Sem atraso
REL00526,CGO00526,Sim,2026-03-08 12:30,Não,Não aplicável,,Liberada,,Sem atraso
REL00527,CGO00527,Sim,2026-03-09 00:22,Não,Não aplicável,,Liberada,,Sem atraso
REL00528,CGO00528,Sim,2026-03-08 08:24,Sim,Inmetro,2026-03-09 09:09,Liberada,Aguardando anuência,Órgão anuente
REL00529,CGO00529,Sim,2026-03-08 17:27,Não,Não aplicável,,Liberada,,Sem atraso
REL00530,CGO00530,Sim,2026-03-08 10:16,Não,Não aplicável,,Liberada,,Sem atraso
REL00531,CGO00531,Sim,2026-03-10 01:27,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00532,CGO00532,Não,2026-03-09 13:14,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00533,CGO00533,Sim,2026-03-07 21:44,Não,Não aplicável,,Liberada,,Sem atraso
REL00534,CGO00534,Sim,2026-01-02 16:25,Não,Não aplicável,,Liberada,,Sem atraso
REL00535,CGO00535,Sim,2026-01-03 06:38,Sim,Exército,2026-01-04 18:34,Liberada,,Sem atraso
REL00536,CGO00536,Sim,2026-01-04 00:39,Não,Não aplicável,,Liberada,,Sem atraso
REL00537,CGO00537,Sim,2026-01-03 01:07,Sim,Ibama,2026-01-03 06:04,Liberada,Aguardando anuência,Órgão anuente
REL00538,CGO00538,Sim,2026-01-04 00:04,Sim,Exército,2026-01-04 03:03,Liberada,Aguardando anuência,Órgão anuente
REL00539,CGO00539,Sim,2026-01-03 21:05,Não,Não aplicável,,Liberada,,Sem atraso
REL00540,CGO00540,Sim,2026-01-02 14:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00541,CGO00541,Não,2026-01-02 13:38,Não,Não aplicável,,Liberada,,Sem atraso
REL00542,CGO00542,Sim,2026-01-03 11:22,Não,Não aplicável,,Liberada,,Sem atraso
REL00543,CGO00543,Sim,2026-03-04 11:52,Não,Não aplicável,,Liberada,,Sem atraso
REL00544,CGO00544,Sim,2026-03-05 01:35,Sim,Ibama,2026-03-05 11:32,Liberada,Aguardando anuência,Órgão anuente
REL00545,CGO00545,Sim,2026-03-06 02:29,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00546,CGO00546,Sim,2026-03-04 10:20,Não,Não aplicável,,Liberada,,Sem atraso
REL00547,CGO00547,Sim,2026-03-04 00:42,Não,Não aplicável,,Liberada,,Sem atraso
REL00548,CGO00548,Sim,2026-03-04 05:20,Não,Não aplicável,,Liberada,,Sem atraso
REL00549,CGO00549,Sim,2026-03-03 23:29,Sim,Exército,2026-03-06 12:56,Liberada,Aguardando anuência,Órgão anuente
REL00550,CGO00550,Sim,2026-03-04 15:09,Não,Não aplicável,,Liberada,,Sem atraso
REL00551,CGO00551,Não,2026-03-03 15:47,Não,Não aplicável,,Liberada,,Sem atraso
REL00552,CGO00552,Sim,2026-03-04 04:48,Não,Não aplicável,,Liberada,,Sem atraso
REL00553,CGO00553,Sim,2026-02-12 09:20,Sim,Inmetro,2026-02-13 03:49,Liberada,Aguardando anuência,Órgão anuente
REL00554,CGO00554,Sim,2026-02-15 02:32,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00555,CGO00555,Sim,2026-02-11 11:56,Sim,Inmetro,2026-02-12 09:01,Liberada,,Sem atraso
REL00556,CGO00556,Sim,2026-02-11 10:41,Não,Não aplicável,,Liberada,,Sem atraso
REL00557,CGO00557,Sim,2026-02-11 16:26,Não,Não aplicável,,Liberada,,Sem atraso
REL00558,CGO00558,Sim,2026-02-12 07:08,Não,Não aplicável,,Liberada,,Sem atraso
REL00559,CGO00559,Sim,2026-02-11 03:11,Não,Não aplicável,,Liberada,,Sem atraso
REL00560,CGO00560,Sim,2026-02-11 18:42,Não,Não aplicável,,Liberada,,Sem atraso
REL00561,CGO00561,Sim,2026-02-11 18:33,Não,Não aplicável,,Liberada,,Sem atraso
REL00562,CGO00562,Sim,2026-02-11 01:27,Não,Não aplicável,,Liberada,,Sem atraso
REL00563,CGO00563,Sim,2026-02-12 09:36,Sim,Anvisa,2026-02-14 18:38,Liberada,Aguardando anuência,Órgão anuente
REL00564,CGO00564,Sim,2026-02-11 06:16,Não,Não aplicável,,Liberada,,Sem atraso
REL00565,CGO00565,Sim,2026-02-13 20:15,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00566,CGO00566,Sim,2026-01-15 19:36,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00567,CGO00567,Sim,2026-01-14 03:50,Não,Não aplicável,,Liberada,,Sem atraso
REL00568,CGO00568,Sim,2026-01-14 09:25,Não,Não aplicável,,Liberada,,Sem atraso
REL00569,CGO00569,Sim,2026-01-14 16:41,Sim,Inmetro,2026-01-15 23:38,Liberada,Aguardando anuência,Órgão anuente
REL00570,CGO00570,Sim,2026-01-13 23:15,Não,Não aplicável,,Liberada,,Sem atraso
REL00571,CGO00571,Sim,2026-01-14 06:25,Não,Não aplicável,,Liberada,,Sem atraso
REL00572,CGO00572,Sim,2026-01-16 23:38,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00573,CGO00573,Sim,2026-01-14 16:52,Não,Não aplicável,,Liberada,,Sem atraso
REL00574,CGO00574,Sim,2026-01-14 02:27,Sim,Ministério da Agricultura,2026-01-14 09:47,Liberada,Aguardando anuência,Órgão anuente
REL00575,CGO00575,Não,2026-01-13 22:42,Não,Não aplicável,,Liberada,,Sem atraso
REL00576,CGO00576,Sim,2026-01-17 17:28,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00577,CGO00577,Sim,2026-01-14 19:11,Não,Não aplicável,,Liberada,,Sem atraso
REL00578,CGO00578,Sim,2026-01-23 04:36,Não,Não aplicável,,Liberada,,Sem atraso
REL00579,CGO00579,Sim,2026-01-23 05:42,Não,Não aplicável,,Liberada,,Sem atraso
REL00580,CGO00580,Não,2026-01-22 21:32,Não,Não aplicável,,Liberada,,Sem atraso
REL00581,CGO00581,Sim,2026-01-24 05:18,Não,Não aplicável,,Liberada,,Sem atraso
REL00582,CGO00582,Sim,2026-01-23 00:38,Não,Não aplicável,,Liberada,,Sem atraso
REL00583,CGO00583,Não,2026-01-22 20:21,Não,Não aplicável,,Liberada,,Sem atraso
REL00584,CGO00584,Não,2026-01-22 20:37,Não,Não aplicável,,Liberada,,Sem atraso
REL00585,CGO00585,Sim,2026-01-23 21:09,Não,Não aplicável,,Liberada,,Sem atraso
REL00586,CGO00586,Sim,2026-01-23 09:38,Não,Não aplicável,,Liberada,,Sem atraso
REL00587,CGO00587,Sim,2026-01-23 05:08,Não,Não aplicável,,Liberada,,Sem atraso
REL00588,CGO00588,Não,2026-01-22 21:22,Não,Não aplicável,,Liberada,,Sem atraso
REL00589,CGO00589,Sim,2026-01-23 08:58,Sim,Exército,2026-01-24 06:48,Liberada,Aguardando anuência,Órgão anuente
REL00590,CGO00590,Não,2026-01-22 20:13,Não,Não aplicável,,Liberada,,Sem atraso
REL00591,CGO00591,Não,2026-01-22 20:03,Não,Não aplicável,,Liberada,,Sem atraso
REL00592,CGO00592,Sim,2026-01-04 22:37,Não,Não aplicável,,Liberada,,Sem atraso
REL00593,CGO00593,Sim,2026-01-05 02:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00594,CGO00594,Sim,2026-01-05 16:57,Não,Não aplicável,,Liberada,,Sem atraso
REL00595,CGO00595,Sim,2026-01-05 07:20,Não,Não aplicável,,Liberada,,Sem atraso
REL00596,CGO00596,Sim,2026-01-05 03:26,Sim,Ministério da Agricultura,2026-01-07 17:07,Liberada,Aguardando anuência,Órgão anuente
REL00597,CGO00597,Sim,2026-01-07 03:50,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00598,CGO00598,Sim,2026-03-30 06:53,Não,Não aplicável,,Liberada,,Sem atraso
REL00599,CGO00599,Sim,2026-03-30 20:47,Não,Não aplicável,,Liberada,,Sem atraso
REL00600,CGO00600,Sim,2026-03-31 02:39,Não,Não aplicável,,Liberada,,Sem atraso
REL00601,CGO00601,Não,2026-03-29 17:31,Não,Não aplicável,,Liberada,,Sem atraso
REL00602,CGO00602,Sim,2026-03-29 16:57,Não,Não aplicável,,Liberada,,Sem atraso
REL00603,CGO00603,Sim,2026-03-31 06:36,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00604,CGO00604,Não,2026-03-29 17:20,Sim,Ibama,2026-04-01 10:53,Liberada,Aguardando anuência,Órgão anuente
REL00605,CGO00605,Sim,2026-03-30 05:49,Sim,Exército,2026-03-31 18:05,Liberada,Aguardando anuência,Órgão anuente
REL00606,CGO00606,Sim,2026-03-30 23:40,Sim,Inmetro,2026-04-01 22:01,Liberada,Aguardando anuência,Órgão anuente
REL00607,CGO00607,Sim,2026-02-15 12:09,Sim,Ibama,2026-02-16 11:03,Liberada,Aguardando anuência,Órgão anuente
REL00608,CGO00608,Não,2026-02-14 07:00,Não,Não aplicável,,Liberada,,Sem atraso
REL00609,CGO00609,Sim,2026-02-14 15:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00610,CGO00610,Sim,2026-02-14 12:40,Sim,Inmetro,2026-02-16 04:00,Liberada,Aguardando anuência,Órgão anuente
REL00611,CGO00611,Sim,2026-02-14 17:24,Sim,Ibama,2026-02-16 22:35,Liberada,Aguardando anuência,Órgão anuente
REL00612,CGO00612,Sim,2026-02-17 06:16,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00613,CGO00613,Sim,2026-02-14 09:58,Não,Não aplicável,,Liberada,,Sem atraso
REL00614,CGO00614,Sim,2026-02-15 01:05,Não,Não aplicável,,Liberada,,Sem atraso
REL00615,CGO00615,Sim,2026-02-17 05:54,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00616,CGO00616,Sim,2026-02-15 16:35,Não,Não aplicável,,Liberada,,Sem atraso
REL00617,CGO00617,Sim,2026-02-15 11:45,Não,Não aplicável,,Liberada,,Sem atraso
REL00618,CGO00618,Sim,2026-02-14 21:56,Não,Não aplicável,,Liberada,,Sem atraso
REL00619,CGO00619,Sim,2026-01-19 02:33,Não,Não aplicável,,Liberada,,Sem atraso
REL00620,CGO00620,Sim,2026-01-18 20:53,Não,Não aplicável,,Liberada,,Sem atraso
REL00621,CGO00621,Sim,2026-01-19 09:14,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00622,CGO00622,Não,2026-01-18 13:00,Não,Não aplicável,,Liberada,,Sem atraso
REL00623,CGO00623,Sim,2026-01-18 15:40,Não,Não aplicável,,Liberada,,Sem atraso
REL00624,CGO00624,Sim,2026-01-18 14:58,Não,Não aplicável,,Liberada,,Sem atraso
REL00625,CGO00625,Sim,2026-01-19 03:11,Não,Não aplicável,,Liberada,,Sem atraso
REL00626,CGO00626,Sim,2026-01-19 20:54,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00627,CGO00627,Sim,2026-01-21 00:31,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00628,CGO00628,Sim,2026-03-17 17:46,Sim,Exército,2026-03-18 11:25,Liberada,Aguardando anuência,Órgão anuente
REL00629,CGO00629,Sim,2026-03-18 17:05,Não,Não aplicável,,Liberada,,Sem atraso
REL00630,CGO00630,Sim,2026-03-17 21:26,Não,Não aplicável,,Liberada,,Sem atraso
REL00631,CGO00631,Sim,2026-03-18 11:10,Não,Não aplicável,,Liberada,,Sem atraso
REL00632,CGO00632,Sim,2026-03-17 13:47,Sim,Inmetro,2026-03-18 03:57,Liberada,Aguardando anuência,Órgão anuente
REL00633,CGO00633,Sim,2026-02-24 05:04,Não,Não aplicável,,Liberada,,Sem atraso
REL00634,CGO00634,Sim,2026-02-26 17:48,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00635,CGO00635,Sim,2026-02-24 17:42,Não,Não aplicável,,Liberada,,Sem atraso
REL00636,CGO00636,Sim,2026-02-24 09:32,Sim,Inmetro,2026-02-25 14:50,Liberada,Aguardando anuência,Órgão anuente
REL00637,CGO00637,Sim,2026-02-23 17:18,Não,Não aplicável,,Liberada,,Sem atraso
REL00638,CGO00638,Sim,2026-02-26 16:58,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00639,CGO00639,Sim,2026-02-23 14:57,Não,Não aplicável,,Liberada,,Sem atraso
REL00640,CGO00640,Não,2026-02-23 08:45,Não,Não aplicável,,Liberada,,Sem atraso
REL00641,CGO00641,Sim,2026-02-23 13:53,Não,Não aplicável,,Liberada,,Sem atraso
REL00642,CGO00642,Não,2026-02-23 07:29,Sim,Anvisa,2026-02-24 18:43,Liberada,Aguardando anuência,Órgão anuente
REL00643,CGO00643,Não,2026-02-23 08:43,Não,Não aplicável,,Liberada,,Sem atraso
REL00644,CGO00644,Não,2026-02-23 07:27,Sim,Exército,2026-02-24 20:27,Liberada,Aguardando anuência,Órgão anuente
REL00645,CGO00645,Sim,2026-03-02 10:10,Sim,Exército,2026-03-04 03:45,Liberada,Aguardando anuência,Órgão anuente
REL00646,CGO00646,Não,2026-03-02 04:36,Não,Não aplicável,,Liberada,,Sem atraso
REL00647,CGO00647,Não,2026-03-02 06:28,Sim,Inmetro,2026-03-04 06:22,Liberada,Aguardando anuência,Órgão anuente
REL00648,CGO00648,Sim,2026-03-03 04:13,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00649,CGO00649,Sim,2026-03-03 14:35,Não,Não aplicável,,Liberada,,Sem atraso
REL00650,CGO00650,Sim,2026-03-05 10:57,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00651,CGO00651,Sim,2026-03-02 11:28,Não,Não aplicável,,Liberada,,Sem atraso
REL00652,CGO00652,Não,2026-03-02 05:32,Não,Não aplicável,,Liberada,,Sem atraso
REL00653,CGO00653,Sim,2026-03-02 09:53,Não,Não aplicável,,Liberada,,Sem atraso
REL00654,CGO00654,Não,2026-03-02 06:43,Sim,Inmetro,2026-03-03 03:04,Liberada,,Sem atraso
REL00655,CGO00655,Sim,2026-03-03 06:11,Sim,Inmetro,2026-03-04 23:53,Liberada,Aguardando anuência,Órgão anuente
REL00656,CGO00656,Sim,2026-03-03 00:18,Não,Não aplicável,,Liberada,,Sem atraso
REL00657,CGO00657,Sim,2026-01-26 08:22,Não,Não aplicável,,Liberada,,Sem atraso
REL00658,CGO00658,Sim,2026-01-26 11:57,Sim,Exército,2026-01-28 06:54,Liberada,,Sem atraso
REL00659,CGO00659,Sim,2026-01-26 19:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00660,CGO00660,Sim,2026-01-28 00:50,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00661,CGO00661,Sim,2026-01-26 19:42,Sim,Inmetro,2026-01-27 12:51,Liberada,Aguardando anuência,Órgão anuente
REL00662,CGO00662,Sim,2026-01-26 22:40,Sim,Ibama,2026-01-29 02:23,Liberada,Aguardando anuência,Órgão anuente
REL00663,CGO00663,Sim,2026-01-27 10:43,Não,Não aplicável,,Liberada,,Sem atraso
REL00664,CGO00664,Sim,2026-01-29 16:58,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00665,CGO00665,Sim,2026-01-26 07:29,Não,Não aplicável,,Liberada,,Sem atraso
REL00666,CGO00666,Não,2026-01-26 02:58,Não,Não aplicável,,Liberada,,Sem atraso
REL00667,CGO00667,Sim,2026-01-27 02:46,Sim,Anvisa,2026-01-28 20:20,Liberada,Aguardando anuência,Órgão anuente
REL00668,CGO00668,Sim,2026-01-27 06:07,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00669,CGO00669,Sim,2026-01-26 07:09,Não,Não aplicável,,Liberada,,Sem atraso
REL00670,CGO00670,Sim,2026-01-26 18:40,Não,Não aplicável,,Liberada,,Sem atraso
REL00671,CGO00671,Sim,2026-03-15 16:49,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00672,CGO00672,Não,2026-03-13 16:52,Não,Não aplicável,,Liberada,,Sem atraso
REL00673,CGO00673,Sim,2026-03-14 06:37,Sim,Inmetro,2026-03-16 20:49,Liberada,Aguardando anuência,Órgão anuente
REL00674,CGO00674,Não,2026-03-13 17:50,Sim,Inmetro,2026-03-15 14:51,Liberada,Aguardando anuência,Órgão anuente
REL00675,CGO00675,Não,2026-03-14 21:27,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00676,CGO00676,Sim,2026-03-14 04:54,Não,Não aplicável,,Liberada,,Sem atraso
REL00677,CGO00677,Sim,2026-03-14 02:09,Sim,Exército,2026-03-15 04:15,Liberada,Aguardando anuência,Órgão anuente
REL00678,CGO00678,Sim,2026-03-14 22:01,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00679,CGO00679,Sim,2026-02-26 09:11,Sim,Exército,2026-02-27 23:58,Liberada,,Sem atraso
REL00680,CGO00680,Sim,2026-02-26 20:27,Não,Não aplicável,,Liberada,,Sem atraso
REL00681,CGO00681,Não,2026-02-26 00:14,Não,Não aplicável,,Liberada,,Sem atraso
REL00682,CGO00682,Sim,2026-02-26 17:12,Não,Não aplicável,,Liberada,,Sem atraso
REL00683,CGO00683,Sim,2026-02-26 04:59,Não,Não aplicável,,Liberada,,Sem atraso
REL00684,CGO00684,Sim,2026-02-27 06:07,Não,Não aplicável,,Liberada,,Sem atraso
REL00685,CGO00685,Não,2026-02-26 08:16,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00686,CGO00686,Não,2026-02-25 23:33,Não,Não aplicável,,Liberada,,Sem atraso
REL00687,CGO00687,Sim,2026-02-25 23:42,Não,Não aplicável,,Liberada,,Sem atraso
REL00688,CGO00688,Sim,2026-03-21 22:31,Não,Não aplicável,,Liberada,,Sem atraso
REL00689,CGO00689,Sim,2026-03-20 18:39,Sim,Ministério da Agricultura,2026-03-22 23:03,Liberada,Aguardando anuência,Órgão anuente
REL00690,CGO00690,Sim,2026-03-20 18:16,Não,Não aplicável,,Liberada,,Sem atraso
REL00691,CGO00691,Sim,2026-03-21 06:20,Não,Não aplicável,,Liberada,,Sem atraso
REL00692,CGO00692,Sim,2026-03-20 13:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00693,CGO00693,Sim,2026-03-21 12:35,Sim,Anvisa,2026-03-24 08:06,Liberada,Aguardando anuência,Órgão anuente
REL00694,CGO00694,Sim,2026-03-21 15:13,Não,Não aplicável,,Liberada,,Sem atraso
REL00695,CGO00695,Sim,2026-03-21 15:38,Sim,Anvisa,2026-03-23 00:12,Liberada,Aguardando anuência,Órgão anuente
REL00696,CGO00696,Não,2026-03-20 13:25,Sim,Inmetro,2026-03-21 08:14,Liberada,Aguardando anuência,Órgão anuente
REL00697,CGO00697,Sim,2026-03-20 22:00,Sim,Exército,2026-03-23 12:40,Liberada,,Sem atraso
REL00698,CGO00698,Sim,2026-03-21 15:27,Não,Não aplicável,,Liberada,,Sem atraso
REL00699,CGO00699,Sim,2026-02-28 11:11,Não,Não aplicável,,Liberada,,Sem atraso
REL00700,CGO00700,Sim,2026-02-28 06:47,Não,Não aplicável,,Liberada,,Sem atraso
REL00701,CGO00701,Sim,2026-02-28 15:08,Não,Não aplicável,,Liberada,,Sem atraso
REL00702,CGO00702,Sim,2026-02-27 12:18,Não,Não aplicável,,Liberada,,Sem atraso
REL00703,CGO00703,Sim,2026-02-28 11:58,Não,Não aplicável,,Liberada,,Sem atraso
REL00704,CGO00704,Sim,2026-02-28 15:13,Sim,Ibama,2026-03-03 00:06,Liberada,Aguardando anuência,Órgão anuente
REL00705,CGO00705,Sim,2026-02-28 14:31,Sim,Exército,2026-02-28 16:33,Liberada,Aguardando anuência,Órgão anuente
REL00706,CGO00706,Sim,2026-02-26 19:03,Sim,Ministério da Agricultura,2026-03-01 05:07,Liberada,Aguardando anuência,Órgão anuente
REL00707,CGO00707,Sim,2026-02-26 09:17,Não,Não aplicável,,Liberada,,Sem atraso
REL00708,CGO00708,Sim,2026-02-26 15:22,Sim,Inmetro,2026-03-01 10:13,Liberada,Aguardando anuência,Órgão anuente
REL00709,CGO00709,Não,2026-02-26 01:03,Sim,Ibama,2026-02-27 23:30,Liberada,Aguardando anuência,Órgão anuente
REL00710,CGO00710,Sim,2026-02-26 22:19,Não,Não aplicável,,Liberada,,Sem atraso
REL00711,CGO00711,Sim,2026-02-26 07:10,Não,Não aplicável,,Liberada,,Sem atraso
REL00712,CGO00712,Sim,2026-02-26 05:47,Não,Não aplicável,,Liberada,,Sem atraso
REL00713,CGO00713,Sim,2026-02-28 22:51,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00714,CGO00714,Sim,2026-02-26 12:41,Não,Não aplicável,,Liberada,,Sem atraso
REL00715,CGO00715,Sim,2026-01-04 19:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00716,CGO00716,Sim,2026-01-05 02:06,Não,Não aplicável,,Liberada,,Sem atraso
REL00717,CGO00717,Sim,2026-01-05 07:58,Sim,Ministério da Agricultura,2026-01-07 21:20,Liberada,Aguardando anuência,Órgão anuente
REL00718,CGO00718,Sim,2026-01-04 00:06,Sim,Ibama,2026-01-06 12:04,Liberada,Aguardando anuência,Órgão anuente
REL00719,CGO00719,Sim,2026-01-04 04:55,Não,Não aplicável,,Liberada,,Sem atraso
REL00720,CGO00720,Sim,2026-03-01 04:53,Sim,Inmetro,2026-03-03 23:48,Liberada,Aguardando anuência,Órgão anuente
REL00721,CGO00721,Sim,2026-03-01 02:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00722,CGO00722,Sim,2026-03-01 17:19,Não,Não aplicável,,Liberada,,Sem atraso
REL00723,CGO00723,Sim,2026-02-28 23:13,Não,Não aplicável,,Liberada,,Sem atraso
REL00724,CGO00724,Sim,2026-03-02 11:27,Não,Não aplicável,,Liberada,Aguardando Receita Federal,Receita Federal
REL00725,CGO00725,Sim,2026-03-01 10:33,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00726,CGO00726,Sim,2026-02-09 20:00,Sim,Ibama,2026-02-12 00:15,Liberada,Aguardando anuência,Órgão anuente
REL00727,CGO00727,Sim,2026-02-10 08:16,Não,Não aplicável,,Liberada,,Sem atraso
REL00728,CGO00728,Sim,2026-02-10 10:07,Não,Não aplicável,,Liberada,,Sem atraso
REL00729,CGO00729,Sim,2026-02-10 04:47,Não,Não aplicável,,Liberada,,Sem atraso
REL00730,CGO00730,Sim,2026-02-10 08:31,Sim,Inmetro,2026-02-12 21:10,Liberada,Aguardando anuência,Órgão anuente
REL00731,CGO00731,Sim,2026-02-10 04:19,Não,Não aplicável,,Liberada,,Sem atraso
REL00732,CGO00732,Sim,2026-02-11 23:57,Não,Não aplicável,,Liberada,Pendência documental,Importador / despachante
REL00733,CGO00733,Sim,2026-02-09 12:26,Sim,Exército,2026-02-09 20:29,Liberada,Aguardando anuência,Órgão anuente
REL00734,CGO00734,Sim,2026-02-09 08:55,Sim,Exército,2026-02-09 20:09,Liberada,Aguardando anuência,Órgão anuente
REL00735,CGO00735,Sim,2026-02-10 04:58,Sim,Inmetro,2026-02-10 21:16,Liberada,Aguardando anuência,Órgão anuente
REL00736,CGO00736,Sim,2026-02-03 20:45,Sim,Ministério da Agricultura,2026-02-04 08:24,Liberada,,Sem atraso
REL00737,CGO00737,Sim,2026-02-07 16:16,Não,Não aplicável,,Liberada,Aguardando despachante,Importador / despachante
REL00738,CGO00738,Sim,2026-02-04 23:18,Não,Não aplicável,,Liberada,,Sem atraso
REL00739,CGO00739,Sim,2026-02-05 00:49,Não,Não aplicável,,Liberada,,Sem atraso
REL00740,CGO00740,Sim,2026-02-04 16:10,Não,Não aplicável,,Liberada,,Sem atraso
REL00741,CGO00741,Não,2026-02-03 19:47,Não,Não aplicável,,Liberada,,Sem atraso
REL00742,CGO00742,Sim,2026-02-14 23:43,Não,Não aplicável,,Liberada,,Sem atraso
REL00743,CGO00743,Sim,2026-02-15 12:32,Não,Não aplicável,,Liberada,,Sem atraso
REL00744,CGO00744,Sim,2026-02-14 23:02,Não,Não aplicável,,Liberada,,Sem atraso
REL00745,CGO00745,Não,2026-02-14 09:08,Não,Não aplicável,,Liberada,,Sem atraso
REL00746,CGO00746,Sim,2026-02-14 17:59,Não,Não aplicável,,Liberada,,Sem atraso
REL00747,CGO00747,Não,2026-02-14 10:17,Sim,Inmetro,2026-02-15 06:29,Liberada,Aguardando anuência,Órgão anuente
REL00748,CGO00748,Sim,2026-03-15 17:53,Não,Não aplicável,,Liberada,,Sem atraso
