inconsistency_id,cargo_id,inconsistency_type,inconsistency_description,detected_datetime,resolved_datetime,rework_flag,rework_type,responsibility_group,controllability_level
INC00332,CGO00903,Erro de manifesto,Ocorrência simulada: Erro de manifesto,2026-01-18 14:53,2026-01-18 17:35,Não,,Companhia aérea,Parcialmente controlável
INC00333,CGO00904,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-01-18 14:19,2026-01-18 19:41,Sim,Retorno para conferência,Causa mista,Não controlável
INC00334,CGO00910,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-02-18 10:01,2026-02-18 14:27,Não,,Causa mista,Parcialmente controlável
INC00335,CGO00915,DSIC,Ocorrência simulada: DSIC,2026-01-25 14:23,2026-01-25 19:19,Não,,Companhia aérea,Não controlável
INC00336,CGO00919,AWB divergente,Ocorrência simulada: AWB divergente,2026-01-25 14:13,2026-01-25 17:11,Sim,Repesagem,Aeroporto / fiel depositário,Não controlável
INC00337,CGO00925,DSIC,Ocorrência simulada: DSIC,2026-01-24 17:29,2026-01-24 19:13,Não,,Causa mista,Parcialmente controlável
INC00338,CGO00928,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-01-24 17:04,2026-01-24 18:01,Sim,Repesagem,Receita Federal,Não controlável
INC00339,CGO00934,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-03-28 12:11,2026-03-28 15:06,Não,,Companhia aérea,Parcialmente controlável
INC00340,CGO00935,Carga sem identificação,Ocorrência simulada: Carga sem identificação,2026-03-28 12:37,2026-03-28 18:28,Sim,Tratamento de DSIC,Causa mista,Não controlável
INC00341,CGO00938,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-03-28 12:33,2026-03-28 16:10,Sim,Retorno para conferência,Companhia aérea,Não controlável
INC00342,CGO00951,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-03-06 18:53,2026-03-06 22:44,Sim,Retorno para conferência,Receita Federal,Parcialmente controlável
INC00343,CGO00957,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-13 12:33,2026-03-13 15:04,Sim,Recontagem,Companhia aérea,Não controlável
INC00344,CGO00968,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-02-01 08:03,2026-02-01 09:30,Sim,Retorno para conferência,Aeroporto / fiel depositário,Não controlável
INC00345,CGO00969,Erro de manifesto,Ocorrência simulada: Erro de manifesto,2026-02-01 08:13,2026-02-01 13:00,Sim,Tratamento de DSIC,Causa mista,Parcialmente controlável
INC00346,CGO00969,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-01 08:02,2026-02-01 10:19,Não,,Companhia aérea,Não controlável
INC00347,CGO00972,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-01-06 14:43,2026-01-06 20:23,Não,,Companhia aérea,Não controlável
INC00348,CGO00974,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-01-06 16:54,2026-01-06 18:15,Sim,Recontagem,Causa mista,Parcialmente controlável
INC00349,CGO00974,Erro de manifesto,Ocorrência simulada: Erro de manifesto,2026-01-06 17:04,2026-01-06 17:38,Sim,Retorno para conferência,Causa mista,Não controlável
INC00350,CGO00975,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-01-06 16:03,2026-01-06 21:31,Sim,Recontagem,Causa mista,Parcialmente controlável
INC00351,CGO00977,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-03-12 20:43,2026-03-12 23:56,Sim,Repesagem,Causa mista,Não controlável
INC00352,CGO00985,AWB divergente,Ocorrência simulada: AWB divergente,2026-03-05 09:14,2026-03-05 10:09,Sim,Correção de identificação,Receita Federal,Controlável
INC00353,CGO00988,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-03-05 09:59,2026-03-05 14:37,Sim,Recontagem,Receita Federal,Controlável
INC00354,CGO00993,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-01-19 12:10,2026-01-19 15:54,Sim,Retorno para conferência,Receita Federal,Controlável
INC00355,CGO00994,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-01-19 13:12,2026-01-19 14:07,Sim,Tratamento de DSIC,Companhia aérea,Parcialmente controlável
INC00356,CGO01002,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-01-05 16:37,2026-01-05 21:03,Não,,Companhia aérea,Controlável
INC00357,CGO01006,Avaria,Ocorrência simulada: Avaria,2026-01-05 16:42,2026-01-05 17:40,Sim,Recontagem,Aeroporto / fiel depositário,Parcialmente controlável
INC00358,CGO01009,Violação,Ocorrência simulada: Violação,2026-02-25 18:14,2026-02-25 20:41,Não,,Causa mista,Não controlável
INC00359,CGO01010,Carga sem identificação,Ocorrência simulada: Carga sem identificação,2026-02-25 18:39,2026-02-25 19:49,Sim,Recontagem,Causa mista,Não controlável
INC00360,CGO01011,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-02-25 17:25,2026-02-25 22:41,Sim,Recontagem,Transportadora / cliente,Parcialmente controlável
INC00361,CGO01014,Indício de furto,Ocorrência simulada: Indício de furto,2026-02-25 17:28,2026-02-25 20:24,Não,,Aeroporto / fiel depositário,Parcialmente controlável
INC00362,CGO01016,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-02-25 17:55,2026-02-25 23:02,Sim,Recontagem,Transportadora / cliente,Parcialmente controlável
INC00363,CGO01018,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-03-24 08:53,2026-03-24 12:28,Não,,Aeroporto / fiel depositário,Controlável
INC00364,CGO01018,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-24 08:57,2026-03-24 14:44,Sim,Tratamento de DSIC,Companhia aérea,Não controlável
INC00365,CGO01027,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-24 09:28,2026-03-24 10:08,Não,,Companhia aérea,Não controlável
INC00366,CGO01030,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-03-24 10:13,2026-03-24 16:11,Sim,Tratamento de DSIC,Companhia aérea,Parcialmente controlável
INC00367,CGO01033,Indício de furto,Ocorrência simulada: Indício de furto,2026-02-28 22:18,2026-03-01 00:18,Sim,Tratamento de DSIC,Companhia aérea,Parcialmente controlável
INC00368,CGO01034,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-28 22:16,2026-03-01 01:29,Sim,Tratamento de DSIC,Companhia aérea,Não controlável
INC00369,CGO01035,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-02-28 21:00,2026-03-01 01:30,Não,,Companhia aérea,Não controlável
INC00370,CGO01038,AWB divergente,Ocorrência simulada: AWB divergente,2026-03-26 11:59,2026-03-26 16:47,Sim,Retorno para conferência,Transportadora / cliente,Parcialmente controlável
INC00371,CGO01038,Erro de manifesto,Ocorrência simulada: Erro de manifesto,2026-03-26 12:08,2026-03-26 18:08,Sim,Tratamento de DSIC,Causa mista,Parcialmente controlável
INC00372,CGO01043,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-26 12:09,2026-03-26 16:00,Sim,Tratamento de DSIC,Companhia aérea,Não controlável
INC00373,CGO01046,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-03-26 11:55,2026-03-26 13:55,Não,,Companhia aérea,Não controlável
INC00374,CGO01047,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-03-26 12:11,2026-03-26 18:05,Não,,Causa mista,Parcialmente controlável
INC00375,CGO01051,Erro de manifesto,Ocorrência simulada: Erro de manifesto,2026-02-27 09:21,2026-02-27 13:09,Não,,Companhia aérea,Não controlável
INC00376,CGO01053,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-27 06:28,2026-02-27 09:08,Sim,Correção de identificação,Companhia aérea,Não controlável
INC00377,CGO01054,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-27 06:01,2026-02-27 11:23,Sim,Correção de identificação,Companhia aérea,Não controlável
INC00378,CGO01058,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-02-27 07:38,2026-02-27 08:58,Sim,Tratamento de DSIC,Companhia aérea,Parcialmente controlável
INC00379,CGO01058,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-02-27 08:01,2026-02-27 09:34,Sim,Correção de identificação,Companhia aérea,Parcialmente controlável
INC00380,CGO01060,Embalagem danificada,Ocorrência simulada: Embalagem danificada,2026-02-27 09:52,2026-02-27 14:27,Não,,Companhia aérea,Não controlável
INC00381,CGO01061,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-02-27 08:22,2026-02-27 09:22,Sim,Retorno para conferência,Órgão anuente,Controlável
INC00382,CGO01072,Violação,Ocorrência simulada: Violação,2026-02-17 22:46,2026-02-18 02:43,Sim,Retorno para conferência,Causa mista,Não controlável
INC00383,CGO01074,Avaria,Ocorrência simulada: Avaria,2026-02-17 22:50,2026-02-17 23:24,Sim,Tratamento de DSIC,Aeroporto / fiel depositário,Controlável
INC00384,CGO01075,Avaria,Ocorrência simulada: Avaria,2026-02-17 22:45,2026-02-18 04:16,Não,,Companhia aérea,Controlável
INC00385,CGO01078,Erro de digitação,Ocorrência simulada: Erro de digitação,2026-01-11 21:53,2026-01-12 02:37,Sim,Repesagem,Transportadora / cliente,Controlável
INC00386,CGO01082,Violação,Ocorrência simulada: Violação,2026-01-11 20:35,2026-01-12 01:30,Não,,Aeroporto / fiel depositário,Não controlável
INC00387,CGO01086,Natureza da carga não informada,Ocorrência simulada: Natureza da carga não informada,2026-02-15 18:32,2026-02-15 20:35,Não,,Companhia aérea,Não controlável
INC00388,CGO01091,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-02-15 16:57,2026-02-15 20:44,Sim,Retorno para conferência,Companhia aérea,Parcialmente controlável
INC00389,CGO01093,Divergência de peso,Ocorrência simulada: Divergência de peso,2026-02-15 17:07,2026-02-15 21:19,Não,,Companhia aérea,Parcialmente controlável
INC00390,CGO01097,Carga sem identificação,Ocorrência simulada: Carga sem identificação,2026-02-15 16:39,2026-02-15 20:07,Sim,Correção de identificação,Companhia aérea,Parcialmente controlável
INC00391,CGO01097,Avaria,Ocorrência simulada: Avaria,2026-02-15 17:18,2026-02-15 21:41,Não,,Aeroporto / fiel depositário,Não controlável
INC00392,CGO01098,AWB divergente,Ocorrência simulada: AWB divergente,2026-02-20 18:32,2026-02-20 22:30,Sim,Retorno para conferência,Importador / despachante,Controlável
INC00393,CGO01099,Descrição incompleta,Ocorrência simulada: Descrição incompleta,2026-02-20 18:54,2026-02-21 00:27,Sim,Recontagem,Órgão anuente,Controlável
INC00394,CGO01103,Divergência de volumes,Ocorrência simulada: Divergência de volumes,2026-02-20 19:42,2026-02-20 21:32,Sim,Recontagem,Causa mista,Não controlável
