cargo_id,flight_id,awb_number,cargo_type,declared_pieces,received_pieces,declared_weight_kg,received_weight_kg,special_handling_flag,dangerous_goods_flag
CGO00654,FLT0068,473-74826670,Perecível,11,11,2304.65,2304.65,Sim,Não
CGO00655,FLT0068,508-32913930,Refrigerada,68,68,1228.24,1228.24,Sim,Não
CGO00656,FLT0068,331-92557389,Pendente,73,75,1632.55,1632.55,Sim,Não
CGO00657,FLT0069,480-89786327,Geral,45,45,1598.13,1598.13,Não,Não
CGO00658,FLT0069,413-44191883,Refrigerada,26,26,212.14,212.14,Sim,Não
CGO00659,FLT0069,215-32561918,Geral,30,28,2472.94,2472.94,Não,Não
CGO00660,FLT0069,387-61744941,DGR,46,46,793.17,793.17,Sim,Sim
CGO00661,FLT0069,808-43626780,DGR,72,72,2251.41,2251.41,Sim,Sim
CGO00662,FLT0069,962-35633440,Geral,23,23,2334.32,2334.32,Não,Não
CGO00663,FLT0069,260-77483781,Pendente,78,78,697.11,697.11,Sim,Não
CGO00664,FLT0069,032-73190952,Pendente,59,59,1235.95,1235.95,Sim,Não
CGO00665,FLT0069,689-52477264,Pendente,22,22,2266.2,2266.2,Sim,Não
CGO00666,FLT0069,747-45787268,Geral,57,57,130.38,130.38,Não,Não
CGO00667,FLT0069,478-86258924,Avariada,12,12,1424.15,1424.15,Sim,Não
CGO00668,FLT0069,384-71787010,Geral,32,32,783.3,783.3,Não,Não
CGO00669,FLT0069,232-35265855,Geral,26,26,459.24,459.24,Não,Não
CGO00670,FLT0069,850-94694930,DGR,22,22,111.09,111.09,Sim,Sim
CGO00671,FLT0070,479-45010146,Geral,15,15,1302.23,1302.23,Não,Não
CGO00672,FLT0070,645-58168614,Avariada,2,2,413.7,413.7,Sim,Não
CGO00673,FLT0070,632-71263101,Refrigerada,56,56,1832.77,1832.77,Sim,Não
CGO00674,FLT0070,782-78043121,Geral,55,55,1939.7,1939.7,Não,Não
CGO00675,FLT0070,204-86234095,Valiosa,17,17,1665.25,1665.25,Sim,Não
CGO00676,FLT0070,206-33094634,Geral,11,11,477.79,477.79,Não,Não
CGO00677,FLT0070,353-23410159,Perecível,51,51,1752.97,1752.97,Sim,Não
CGO00678,FLT0070,335-48009735,Avariada,55,55,1500.41,1500.41,Sim,Não
CGO00679,FLT0071,319-61917499,DGR,62,62,106.37,106.37,Sim,Sim
CGO00680,FLT0071,884-64287520,Avariada,2,2,418.99,418.99,Sim,Não
CGO00681,FLT0071,548-58970920,Geral,23,23,2452.22,2452.22,Não,Não
CGO00682,FLT0071,466-68369685,Geral,37,37,118.81,118.81,Não,Não
CGO00683,FLT0071,025-82846470,Geral,38,38,905.08,905.08,Não,Não
CGO00684,FLT0071,282-56356961,Pendente,80,80,625.37,625.37,Sim,Não
CGO00685,FLT0071,023-34686713,Pendente,33,33,1809.55,1809.55,Sim,Não
CGO00686,FLT0071,711-16554015,Geral,61,61,553.72,553.72,Não,Não
CGO00687,FLT0071,417-37801369,Geral,54,54,1649.89,1649.89,Não,Não
CGO00688,FLT0072,488-84847472,Geral,44,44,812.71,812.71,Não,Não
CGO00689,FLT0072,991-20550656,Refrigerada,72,72,2462.67,2462.67,Sim,Não
CGO00690,FLT0072,762-75868272,Pendente,49,49,2304.52,2155.92,Sim,Não
CGO00691,FLT0072,906-94976274,Valiosa,41,41,1265.72,1265.72,Sim,Não
CGO00692,FLT0072,004-81493180,Avariada,60,60,1647.35,1647.35,Sim,Não
CGO00693,FLT0072,142-91833362,Refrigerada,11,11,1506.93,1506.93,Sim,Não
CGO00694,FLT0072,905-97793969,Geral,66,66,2161.33,2161.33,Não,Não
CGO00695,FLT0072,212-87524461,Perecível,32,32,1715.5,1715.5,Sim,Não
CGO00696,FLT0072,008-14338261,DGR,53,53,2170.32,2170.32,Sim,Sim
CGO00697,FLT0072,025-68857308,Perecível,8,8,746.55,746.55,Sim,Não
CGO00698,FLT0072,868-45232032,Valiosa,75,75,1888.87,1888.87,Sim,Não
CGO00699,FLT0073,152-80032031,Geral,29,29,2202.82,2202.82,Não,Não
CGO00700,FLT0073,762-27254103,Geral,38,38,2150.69,2150.69,Não,Não
CGO00701,FLT0073,764-79366132,Geral,80,80,2252.01,2252.01,Não,Não
CGO00702,FLT0073,892-80496099,Perecível,62,62,2244.89,2244.89,Sim,Não
CGO00703,FLT0073,920-40651479,DGR,47,47,1667.33,1667.33,Sim,Sim
CGO00704,FLT0073,458-86061476,Perecível,32,32,655.06,655.06,Sim,Não
CGO00705,FLT0073,928-27790417,Perecível,8,8,535.18,535.18,Sim,Não
CGO00706,FLT0074,773-64649280,Refrigerada,64,64,1585.2,1585.2,Sim,Não
CGO00707,FLT0074,451-24961257,Pendente,24,24,1229.2,1229.2,Sim,Não
CGO00708,FLT0074,351-95615203,DGR,24,24,500.12,500.12,Sim,Sim
CGO00709,FLT0074,625-98931424,Geral,67,67,2453.26,2453.26,Não,Não
CGO00710,FLT0074,149-51101815,Geral,46,46,2076.49,2076.49,Não,Não
CGO00711,FLT0074,363-96676830,Avariada,59,62,1922.28,1922.28,Sim,Não
CGO00712,FLT0074,400-75369583,Geral,78,78,1473.56,1473.56,Não,Não
CGO00713,FLT0074,307-87052803,Geral,12,12,1106.89,1106.89,Não,Não
CGO00714,FLT0074,717-52139163,Pendente,47,47,2264.66,2264.66,Sim,Não
CGO00715,FLT0075,852-80920296,Geral,66,66,946.22,946.22,Não,Não
CGO00716,FLT0075,579-22367293,Pendente,15,15,1338.77,1338.77,Sim,Não
CGO00717,FLT0075,284-72507231,Perecível,20,20,1633.1,1633.1,Sim,Não
CGO00718,FLT0075,877-39915787,Refrigerada,42,42,1340.26,1340.26,Sim,Não
CGO00719,FLT0075,968-15295236,Valiosa,70,73,884.33,884.33,Sim,Não
CGO00720,FLT0076,993-33501092,Perecível,75,75,1816.81,1944.92,Sim,Não
CGO00721,FLT0076,364-58371054,Pendente,9,9,1096.69,1096.69,Sim,Não
CGO00722,FLT0076,748-96887136,Pendente,6,6,369.02,369.02,Sim,Não
CGO00723,FLT0076,888-98711501,Geral,80,80,1048.89,1048.89,Não,Não
CGO00724,FLT0076,911-73149753,Geral,19,19,2285.67,2285.67,Não,Não
CGO00725,FLT0076,331-98097063,Perecível,79,79,1677.71,1677.71,Sim,Não
CGO00726,FLT0077,678-29491232,Refrigerada,5,5,1874.88,1874.88,Sim,Não
CGO00727,FLT0077,331-11572026,Refrigerada,62,62,2147.05,2147.05,Sim,Não
CGO00728,FLT0077,947-55278396,Geral,24,24,653.11,653.11,Não,Não
CGO00729,FLT0077,564-49689985,Geral,45,45,781.44,781.44,Não,Não
CGO00730,FLT0077,018-36665991,DGR,46,46,1323.43,1323.43,Sim,Sim
CGO00731,FLT0077,163-23440304,DGR,80,80,581.12,581.12,Sim,Sim
CGO00732,FLT0077,923-80027906,Pendente,61,61,1180.65,1100.34,Sim,Não
CGO00733,FLT0077,199-43362943,Avariada,10,10,581.24,581.24,Sim,Não
CGO00734,FLT0077,336-11445395,Refrigerada,67,67,791.68,791.68,Sim,Não
CGO00735,FLT0077,116-94140870,Perecível,75,75,437.77,437.77,Sim,Não
CGO00736,FLT0078,014-23573570,DGR,63,63,622.01,622.01,Sim,Sim
CGO00737,FLT0078,605-96258750,Pendente,74,74,255.39,255.39,Sim,Não
CGO00738,FLT0078,451-71839874,Refrigerada,67,67,112.45,112.45,Sim,Não
CGO00739,FLT0078,747-71286924,Avariada,33,33,909.3,909.3,Sim,Não
CGO00740,FLT0078,813-31554308,Geral,71,71,1627.75,1627.75,Não,Não
CGO00741,FLT0078,857-40544052,Geral,40,40,271.22,271.22,Não,Não
CGO00742,FLT0079,195-88094160,Geral,65,65,1756.57,1756.57,Não,Não
CGO00743,FLT0079,898-99011879,Geral,34,34,381.5,381.5,Não,Não
CGO00744,FLT0079,027-76369717,Geral,29,29,628.47,628.47,Não,Não
CGO00745,FLT0079,570-83984321,Pendente,25,25,1042.56,1042.56,Sim,Não
CGO00746,FLT0079,823-45374067,Geral,47,47,2252.13,2252.13,Não,Não
CGO00747,FLT0079,815-82246104,Refrigerada,13,13,2452.91,2452.91,Sim,Não
CGO00748,FLT0080,067-47056223,Refrigerada,4,4,1789.76,1789.76,Sim,Não
CGO00749,FLT0080,818-78176556,Pendente,19,19,1920.42,1920.42,Sim,Não
CGO00750,FLT0080,073-92389614,Geral,53,53,1831.34,1831.34,Não,Não
CGO00751,FLT0080,092-22638132,Pendente,74,74,1758.3,1758.3,Sim,Não
CGO00752,FLT0080,663-94960805,Geral,58,58,1884.5,1884.5,Não,Não
CGO00753,FLT0080,636-76867454,Geral,28,30,2439.92,2439.92,Não,Não
CGO00754,FLT0080,605-79590395,Geral,13,13,1254.17,1254.17,Não,Não
CGO00755,FLT0080,068-55411755,Geral,19,19,613.84,613.84,Não,Não
CGO00756,FLT0080,535-62906603,Valiosa,26,26,720.75,720.75,Sim,Não
CGO00757,FLT0080,806-48546517,Valiosa,8,8,1328.32,1328.32,Sim,Não
CGO00758,FLT0081,973-34924955,Pendente,41,41,200.95,200.95,Sim,Não
CGO00759,FLT0081,858-63949988,Geral,19,19,1504.9,1504.9,Não,Não
CGO00760,FLT0081,280-64922351,DGR,54,54,2062.42,2062.42,Sim,Sim
CGO00761,FLT0081,979-63446108,Geral,37,37,726.07,726.07,Não,Não
CGO00762,FLT0081,037-72942341,Perecível,15,15,587.04,587.04,Sim,Não
CGO00763,FLT0081,786-35363046,Valiosa,41,41,128.52,128.52,Sim,Não
CGO00764,FLT0081,674-68904348,Geral,57,57,192.07,192.07,Não,Não
CGO00765,FLT0081,548-12343684,Refrigerada,22,22,1815.72,1815.72,Sim,Não
CGO00766,FLT0081,354-95456101,Perecível,20,20,1146.47,1146.47,Sim,Não
CGO00767,FLT0081,443-50246214,Geral,59,59,1037.72,1037.72,Não,Não
CGO00768,FLT0081,455-62135917,Perecível,44,44,828.51,828.51,Sim,Não
CGO00769,FLT0081,373-72193264,Perecível,53,53,949.55,949.55,Sim,Não
CGO00770,FLT0082,025-37709690,Geral,23,23,697.83,697.83,Não,Não
CGO00771,FLT0082,757-27522806,Valiosa,63,63,804.21,804.21,Sim,Não
CGO00772,FLT0082,340-22072478,Geral,46,46,523.46,511.98,Não,Não
CGO00773,FLT0082,420-31244038,Refrigerada,61,61,1755.66,1755.66,Sim,Não
CGO00774,FLT0082,489-32878479,Valiosa,76,76,1726.54,1726.54,Sim,Não
CGO00775,FLT0082,907-55604049,Pendente,48,48,190.85,190.85,Sim,Não
CGO00776,FLT0082,526-47613959,Pendente,4,4,1234.23,1234.23,Sim,Não
CGO00777,FLT0082,673-71483466,Refrigerada,43,43,1387.16,1387.16,Sim,Não
CGO00778,FLT0082,803-66977334,Geral,44,44,348.2,348.2,Não,Não
CGO00779,FLT0082,883-78288809,Pendente,3,3,2030.67,2030.67,Sim,Não
CGO00780,FLT0082,010-11804855,DGR,44,44,2178,2178,Sim,Sim
CGO00781,FLT0082,205-20892520,Geral,12,12,29.53,29.53,Não,Não
CGO00782,FLT0083,082-33602309,Pendente,34,34,376.85,376.85,Sim,Não
CGO00783,FLT0083,857-89498261,Geral,53,53,1276.5,1276.5,Não,Não
CGO00784,FLT0083,067-18270439,Geral,45,45,2258.68,2258.68,Não,Não
CGO00785,FLT0083,308-75644207,Geral,25,25,585.72,585.72,Não,Não
CGO00786,FLT0083,325-61198338,Pendente,20,20,1010.56,1010.56,Sim,Não
CGO00787,FLT0084,993-99360714,Geral,14,14,185.93,185.93,Não,Não
CGO00788,FLT0084,647-31287253,Geral,40,40,1716.46,1716.46,Não,Não
CGO00789,FLT0084,994-73555187,Geral,58,58,937.62,937.62,Não,Não
CGO00790,FLT0084,340-36088942,Pendente,42,42,1958.36,1958.36,Sim,Não
CGO00791,FLT0084,902-22828887,Geral,19,19,1566.55,1566.55,Não,Não
CGO00792,FLT0084,845-93302571,Perecível,19,19,1963.54,1963.54,Sim,Não
CGO00793,FLT0084,754-36164817,Perecível,65,65,720.49,720.49,Sim,Não
CGO00794,FLT0084,477-29812515,Geral,49,49,1397.06,1397.06,Não,Não
CGO00795,FLT0084,132-53325981,Pendente,16,16,150.01,150.01,Sim,Não
CGO00796,FLT0084,406-33890545,Geral,5,5,1616.18,1616.18,Não,Não
CGO00797,FLT0084,084-65383843,Geral,9,9,1241.29,1241.29,Não,Não
CGO00798,FLT0084,119-44997902,Geral,8,8,1619,1619,Não,Não
CGO00799,FLT0085,358-20821631,Refrigerada,48,48,1282.69,1282.69,Sim,Não
CGO00800,FLT0085,667-48303287,Perecível,58,58,1516.35,1516.35,Sim,Não
CGO00801,FLT0085,906-43867505,Geral,4,4,788.56,788.56,Não,Não
CGO00802,FLT0085,772-32180457,Pendente,62,62,1410.86,1410.86,Sim,Não
CGO00803,FLT0085,921-26116397,Geral,34,34,1153.18,1153.18,Não,Não
CGO00804,FLT0086,221-18745327,Geral,49,49,94.15,94.15,Não,Não
CGO00805,FLT0086,727-47791498,DGR,26,24,2008.81,2008.81,Sim,Sim
CGO00806,FLT0086,558-31997576,Geral,48,48,1820.97,1820.97,Não,Não
CGO00807,FLT0086,834-76372099,DGR,53,53,913.62,913.62,Sim,Sim
CGO00808,FLT0086,352-77961532,Pendente,19,19,1505.01,1505.01,Sim,Não
CGO00809,FLT0086,681-32105914,DGR,43,43,1233.17,1233.17,Sim,Sim
CGO00810,FLT0086,232-95962340,Refrigerada,20,20,2089.19,2089.19,Sim,Não
CGO00811,FLT0087,124-37794800,Geral,10,10,186.21,186.21,Não,Não
CGO00812,FLT0087,635-89146958,Pendente,79,79,1491.47,1491.47,Sim,Não
CGO00813,FLT0087,089-73736212,Geral,12,12,225.75,225.75,Não,Não
CGO00814,FLT0087,566-70558903,Geral,53,53,255.49,255.49,Não,Não
CGO00815,FLT0087,924-70629628,Geral,21,21,118.74,118.74,Não,Não
CGO00816,FLT0087,792-60562450,Geral,24,24,574.09,574.09,Não,Não
CGO00817,FLT0087,970-91229370,Refrigerada,57,57,1250.44,1250.44,Sim,Não
CGO00818,FLT0087,447-84797064,DGR,9,9,181.63,181.63,Sim,Sim
CGO00819,FLT0087,089-86560560,Geral,26,26,1126.33,1126.33,Não,Não
CGO00820,FLT0088,328-42705658,Avariada,28,28,487.89,487.89,Sim,Não
CGO00821,FLT0088,879-78433310,Geral,9,9,1204.67,1204.67,Não,Não
CGO00822,FLT0088,269-64544939,Geral,56,56,126.41,126.41,Não,Não
CGO00823,FLT0088,767-27089453,Perecível,66,66,2224.09,2224.09,Sim,Não
CGO00824,FLT0088,576-21387389,DGR,19,19,1936.84,1936.84,Sim,Sim
CGO00825,FLT0088,481-55241475,Geral,63,63,2438.56,2438.56,Não,Não
CGO00826,FLT0088,950-53508602,Pendente,73,73,494.34,494.34,Sim,Não
CGO00827,FLT0089,596-79808342,Geral,38,38,1603.72,1603.72,Não,Não
CGO00828,FLT0089,582-71616570,Perecível,19,19,651.72,651.72,Sim,Não
CGO00829,FLT0089,502-89896025,Geral,56,56,979.47,979.47,Não,Não
CGO00830,FLT0089,011-24956155,Geral,80,80,1804.54,1804.54,Não,Não
CGO00831,FLT0089,024-84317731,Refrigerada,29,29,446.17,446.17,Sim,Não
CGO00832,FLT0089,287-24413227,Geral,40,40,1099.28,1099.28,Não,Não
CGO00833,FLT0089,022-76978961,Perecível,50,50,2098.78,2098.78,Sim,Não
CGO00834,FLT0089,415-46794685,Geral,38,38,2248.16,2248.16,Não,Não
CGO00835,FLT0089,354-58254034,Geral,63,63,1102,1102,Não,Não
CGO00836,FLT0089,173-39412039,Avariada,67,67,1505.78,1505.78,Sim,Não
CGO00837,FLT0089,567-16719620,Geral,68,68,2331.39,2331.39,Não,Não
CGO00838,FLT0089,238-22384401,Refrigerada,74,74,1643.46,1643.46,Sim,Não
CGO00839,FLT0090,780-59517025,DGR,20,20,1343.47,1343.47,Sim,Sim
CGO00840,FLT0090,172-16488684,Perecível,17,17,619.98,619.98,Sim,Não
CGO00841,FLT0090,773-15673858,Geral,49,49,357.04,357.04,Não,Não
CGO00842,FLT0090,533-57504416,Valiosa,74,74,1801.52,1801.52,Sim,Não
CGO00843,FLT0090,863-50056231,Geral,53,53,968.78,968.78,Não,Não
CGO00844,FLT0090,886-89246161,Valiosa,18,18,1629.7,1629.7,Sim,Não
CGO00845,FLT0090,904-37473351,Perecível,54,54,2399.85,2399.85,Sim,Não
CGO00846,FLT0090,199-51653367,Pendente,22,22,47.42,47.42,Sim,Não
CGO00847,FLT0090,600-26548749,Pendente,63,63,1094.85,1094.85,Sim,Não
CGO00848,FLT0090,451-95255730,Geral,19,19,1910.03,1910.03,Não,Não
CGO00849,FLT0090,583-35993176,Geral,20,20,1078.74,1078.74,Não,Não
CGO00850,FLT0090,938-32226983,Pendente,64,64,303.31,303.31,Sim,Não
CGO00851,FLT0090,760-54372362,Refrigerada,42,42,1326.24,1326.24,Sim,Não
CGO00852,FLT0091,844-29860461,Refrigerada,29,29,2204.25,2204.25,Sim,Não
CGO00853,FLT0091,249-31803062,Refrigerada,9,9,1941.92,1941.92,Sim,Não
CGO00854,FLT0091,242-75299603,Avariada,63,63,2321.03,2321.03,Sim,Não
CGO00855,FLT0091,874-21123747,Geral,11,11,1994.56,1994.56,Não,Não
CGO00856,FLT0091,040-88230615,Geral,6,6,1543.62,1543.62,Não,Não
CGO00857,FLT0091,230-48077170,Geral,44,44,1669.22,1669.22,Não,Não
CGO00858,FLT0092,061-88877489,Avariada,19,19,287.03,287.03,Sim,Não
CGO00859,FLT0092,953-96477961,Refrigerada,71,71,1828.86,1828.86,Sim,Não
CGO00860,FLT0092,803-53430116,Geral,42,42,1868.3,1868.3,Não,Não
CGO00861,FLT0092,096-75349833,Avariada,43,43,387.46,387.46,Sim,Não
CGO00862,FLT0092,647-58416029,DGR,79,79,945.1,945.1,Sim,Sim
CGO00863,FLT0092,561-48949083,Perecível,59,59,130.39,130.39,Sim,Não
CGO00864,FLT0093,272-10575125,Perecível,6,6,570.07,570.07,Sim,Não
CGO00865,FLT0093,182-83157151,Refrigerada,2,2,1719.01,1719.01,Sim,Não
CGO00866,FLT0093,709-83642672,Refrigerada,10,10,2457.38,2457.38,Sim,Não
CGO00867,FLT0093,477-78555677,Geral,79,79,710.19,710.19,Não,Não
CGO00868,FLT0093,835-81780879,Geral,45,45,93.88,93.88,Não,Não
CGO00869,FLT0093,793-88699165,DGR,9,9,2440.82,2440.82,Sim,Sim
CGO00870,FLT0093,585-57703861,Geral,48,48,1628.82,1628.82,Não,Não
CGO00871,FLT0093,034-95641687,Geral,40,40,1351.96,1351.96,Não,Não
CGO00872,FLT0093,288-55626134,Avariada,10,10,2438.32,2438.32,Sim,Não
CGO00873,FLT0093,891-28444834,Pendente,78,78,1506.87,1506.87,Sim,Não
CGO00874,FLT0093,773-82652905,Pendente,11,11,2032.71,2032.71,Sim,Não
CGO00875,FLT0094,913-74018781,Geral,47,47,1026.85,1026.85,Não,Não
CGO00876,FLT0094,981-78408689,Geral,53,53,33.11,33.11,Não,Não
CGO00877,FLT0094,198-80837586,Geral,18,18,1023.21,1023.21,Não,Não
CGO00878,FLT0094,002-25382790,Geral,25,25,1872.03,1872.03,Não,Não
CGO00879,FLT0094,763-16249742,DGR,51,51,349.75,349.75,Sim,Sim
CGO00880,FLT0094,458-29378852,Geral,16,16,2174.63,2174.63,Não,Não
CGO00881,FLT0095,259-10410356,Geral,21,21,172.28,172.28,Não,Não
CGO00882,FLT0095,437-11847858,Perecível,68,68,181.93,181.93,Sim,Não
CGO00883,FLT0095,226-68804717,Pendente,3,3,1956.9,1956.9,Sim,Não
CGO00884,FLT0095,707-23265355,Geral,67,67,2002.66,2002.66,Não,Não
CGO00885,FLT0095,954-84619451,Avariada,74,74,2001.51,2001.51,Sim,Não
CGO00886,FLT0096,484-93834973,Geral,32,32,825.29,825.29,Não,Não
CGO00887,FLT0096,106-85854351,Pendente,30,30,1038.62,1038.62,Sim,Não
CGO00888,FLT0096,659-89004075,Pendente,27,27,251.84,251.84,Sim,Não
CGO00889,FLT0096,488-47189249,Perecível,1,1,2317.05,2317.05,Sim,Não
CGO00890,FLT0096,022-99563301,Geral,23,23,2059.34,2059.34,Não,Não
CGO00891,FLT0096,138-14226637,Geral,27,27,929.27,929.27,Não,Não
CGO00892,FLT0096,176-60269323,Geral,23,23,1717.41,1717.41,Não,Não
CGO00893,FLT0096,171-45720719,DGR,72,72,2211.9,2211.9,Sim,Sim
CGO00894,FLT0096,626-69737061,Geral,34,34,1523.58,1523.58,Não,Não
CGO00895,FLT0096,816-27015981,Pendente,30,30,1847.77,1847.77,Sim,Não
CGO00896,FLT0096,552-41111726,Valiosa,31,31,2271.84,2271.84,Sim,Não
CGO00897,FLT0097,716-95395947,Geral,19,19,1569.6,1569.6,Não,Não
CGO00898,FLT0097,776-95501953,Refrigerada,11,11,1726.13,1726.13,Sim,Não
CGO00899,FLT0097,362-51989214,Geral,15,15,1990.83,1990.83,Não,Não
CGO00900,FLT0097,808-15698862,Geral,61,61,120.15,120.15,Não,Não
CGO00901,FLT0097,423-30035090,Valiosa,66,66,585.05,585.05,Sim,Não
CGO00902,FLT0097,641-73051358,Geral,27,27,616.17,616.17,Não,Não
CGO00903,FLT0097,877-80574608,Geral,9,9,170.57,170.57,Não,Não
CGO00904,FLT0097,529-36018939,Geral,25,28,1330.24,1330.24,Não,Não
CGO00905,FLT0098,085-72003930,Avariada,50,50,743.23,743.23,Sim,Não
CGO00906,FLT0098,378-55624728,Perecível,24,24,748.71,748.71,Sim,Não
CGO00907,FLT0098,984-81183035,Perecível,3,3,1934.65,1934.65,Sim,Não
CGO00908,FLT0098,690-55624499,Geral,8,8,2482.95,2482.95,Não,Não
CGO00909,FLT0098,405-39780071,Avariada,14,14,243.34,243.34,Sim,Não
CGO00910,FLT0098,505-39096022,Geral,42,42,2498.62,2587.92,Não,Não
CGO00911,FLT0098,214-13566065,Pendente,4,4,1473.5,1473.5,Sim,Não
CGO00912,FLT0098,484-95474336,DGR,34,34,1828.57,1828.57,Sim,Sim
CGO00913,FLT0098,079-51772295,Refrigerada,16,16,2179.69,2179.69,Sim,Não
CGO00914,FLT0099,463-46912514,Geral,54,54,210.33,210.33,Não,Não
CGO00915,FLT0099,346-41896662,Perecível,51,51,1083.1,1083.1,Sim,Não
CGO00916,FLT0099,396-30668431,DGR,10,10,814.54,814.54,Sim,Sim
CGO00917,FLT0099,447-86778111,Geral,63,63,1072.69,1072.69,Não,Não
CGO00918,FLT0099,918-84427853,Geral,68,68,2463.16,2463.16,Não,Não
CGO00919,FLT0099,218-41373052,Refrigerada,79,79,1815.17,1815.17,Sim,Não
CGO00920,FLT0099,724-86878220,Refrigerada,54,54,1921.24,1921.24,Sim,Não
CGO00921,FLT0099,594-61552873,Refrigerada,73,73,635.54,635.54,Sim,Não
CGO00922,FLT0100,638-13081728,Pendente,61,61,404.4,404.4,Sim,Não
CGO00923,FLT0100,533-91434066,Geral,78,78,2271.49,2271.49,Não,Não
CGO00924,FLT0100,909-99064587,Geral,19,19,2257.58,2257.58,Não,Não
CGO00925,FLT0100,151-68270032,Refrigerada,12,12,1963.33,1963.33,Sim,Não
CGO00926,FLT0100,864-35775293,Valiosa,52,52,1362.84,1362.84,Sim,Não
CGO00927,FLT0100,771-40029161,Geral,66,66,1096.94,1096.94,Não,Não
CGO00928,FLT0100,834-92126467,Geral,4,4,138.83,138.83,Não,Não
CGO00929,FLT0100,422-94151519,Geral,48,48,566.87,566.87,Não,Não
CGO00930,FLT0100,144-64119168,Valiosa,53,53,1685.06,1685.06,Sim,Não
CGO00931,FLT0100,946-16401529,Pendente,73,73,1754.22,1754.22,Sim,Não
CGO00932,FLT0100,465-41153693,Geral,17,17,2386.4,2386.4,Não,Não
CGO00933,FLT0101,769-66626400,Geral,66,66,2449.27,2449.27,Não,Não
CGO00934,FLT0101,304-51218029,Geral,7,7,1820.45,1715.84,Não,Não
CGO00935,FLT0101,482-81696670,Geral,19,19,2264.51,2264.51,Não,Não
CGO00936,FLT0101,804-91402258,Geral,55,55,2169.13,2169.13,Não,Não
CGO00937,FLT0101,461-13076093,Perecível,76,76,1370.6,1370.6,Sim,Não
CGO00938,FLT0101,827-29668825,Avariada,2,2,925.41,948.94,Sim,Não
CGO00939,FLT0101,154-19779395,Perecível,23,23,200.43,200.43,Sim,Não
CGO00940,FLT0101,639-91733397,Perecível,70,70,2172.83,2172.83,Sim,Não
CGO00941,FLT0102,645-18860687,Refrigerada,37,37,880.01,880.01,Sim,Não
CGO00942,FLT0102,412-70073059,Geral,26,26,1357.39,1357.39,Não,Não
CGO00943,FLT0102,997-71928861,Perecível,69,69,1241.33,1241.33,Sim,Não
CGO00944,FLT0102,506-15124422,Valiosa,69,69,809.27,809.27,Sim,Não
CGO00945,FLT0102,774-62365641,Geral,80,80,843.05,843.05,Não,Não
CGO00946,FLT0102,275-43716263,Geral,68,68,995.07,995.07,Não,Não
CGO00947,FLT0102,590-46138454,Valiosa,29,29,2168.4,2168.4,Sim,Não
CGO00948,FLT0102,780-55350551,DGR,62,62,461.19,461.19,Sim,Sim
CGO00949,FLT0102,801-59667523,Geral,65,65,283.4,283.4,Não,Não
CGO00950,FLT0102,017-91857225,Geral,63,63,1937.05,1937.05,Não,Não
CGO00951,FLT0102,077-25193029,Pendente,77,77,1220.94,1220.94,Sim,Não
CGO00952,FLT0102,222-33288072,Geral,28,28,2047.5,2047.5,Não,Não
CGO00953,FLT0102,867-30090581,DGR,14,14,723.03,723.03,Sim,Sim
CGO00954,FLT0103,133-41542499,Avariada,68,68,1403.36,1403.36,Sim,Não
CGO00955,FLT0103,598-77973150,Geral,58,58,1356.51,1356.51,Não,Não
CGO00956,FLT0103,988-58816297,Valiosa,41,41,1973.27,1973.27,Sim,Não
CGO00957,FLT0103,341-13408559,Geral,1,1,2208.58,2208.58,Não,Não
CGO00958,FLT0103,493-14535123,Perecível,55,55,1397.75,1397.75,Sim,Não
CGO00959,FLT0103,148-77053091,Pendente,29,29,1069.22,1069.22,Sim,Não
CGO00960,FLT0103,757-32509513,Pendente,37,37,538.69,538.69,Sim,Não
CGO00961,FLT0103,622-29221670,Avariada,1,1,1574.74,1574.74,Sim,Não
CGO00962,FLT0103,735-84188311,Perecível,4,4,1340.63,1340.63,Sim,Não
CGO00963,FLT0103,267-58746187,Refrigerada,35,35,1219.91,1219.91,Sim,Não
CGO00964,FLT0104,661-72917577,Geral,59,59,1724.96,1724.96,Não,Não
CGO00965,FLT0104,177-30829470,Refrigerada,73,73,2275.91,2275.91,Sim,Não
CGO00966,FLT0104,919-32355818,Geral,47,47,1762.13,1762.13,Não,Não
CGO00967,FLT0104,475-76183001,Geral,51,51,738.81,738.81,Não,Não
CGO00968,FLT0104,458-91014816,Avariada,75,75,1108.21,1108.21,Sim,Não
CGO00969,FLT0104,029-23228017,Geral,47,47,1004.89,1004.89,Não,Não
CGO00970,FLT0105,835-86861917,Avariada,74,74,815.42,815.42,Sim,Não
CGO00971,FLT0105,950-88769634,DGR,4,4,249.34,249.34,Sim,Sim
CGO00972,FLT0105,512-22472749,Refrigerada,15,12,380.06,380.06,Sim,Não
CGO00973,FLT0105,043-26234545,Refrigerada,5,5,1127.3,1127.3,Sim,Não
CGO00974,FLT0105,586-35829473,Geral,44,44,536.84,536.84,Não,Não
CGO00975,FLT0105,861-89376527,Geral,47,47,2486.53,2486.53,Não,Não
CGO00976,FLT0106,867-13629536,Geral,10,10,2222.49,2222.49,Não,Não
CGO00977,FLT0106,285-18094532,Geral,80,80,172.57,172.57,Não,Não
CGO00978,FLT0106,128-12262929,Refrigerada,52,52,2392.34,2392.34,Sim,Não
CGO00979,FLT0106,357-59924941,Geral,23,23,2365.51,2365.51,Não,Não
